timestamp,asset,exchange,price,bid,ask,spread,volume,spread_avg_L5,spread_avg_L5_pct
2025-07-29T16:08:46.804075+00:00,ADA-USD,Coinbase,0.77725,0.7772,0.7773,9.999999999998899e-05,174321.69201630002,0.0004999999999999449,0.06432936635573432
2025-07-29T16:08:47.678419+00:00,ADA-USD,Coinbase,0.77725,0.7772,0.7773,9.999999999998899e-05,174321.69201630002,0.0004999999999999449,0.06432936635573432
2025-07-29T16:08:48.693154+00:00,ADA-USD,Coinbase,0.77725,0.7772,0.7773,9.999999999998899e-05,174321.69201630002,0.0004999999999999449,0.06432936635573432
2025-07-29T16:08:49.798972+00:00,ADA-USD,Coinbase,0.77725,0.7772,0.7773,9.999999999998899e-05,72898.82930181001,0.0004999999999999449,0.06432936635573432
2025-07-29T16:08:50.636052+00:00,ADA-USD,Coinbase,0.77725,0.7772,0.7773,9.999999999998899e-05,72898.82930181001,0.0004999999999999449,0.06432936635573432
2025-07-29T16:16:51.637727+00:00,ADA-USD,Coinbase,0.77785,0.7778,0.7779,9.999999999998899e-05,44223.79474493,0.000500000000000056,0.0642797454522152
2025-07-29T16:16:52.514455+00:00,ADA-USD,Coinbase,0.77785,0.7778,0.7779,9.999999999998899e-05,44223.79474493,0.000500000000000056,0.0642797454522152
2025-07-29T16:16:53.515927+00:00,ADA-USD,Coinbase,0.77785,0.7778,0.7779,9.999999999998899e-05,44223.79474493,0.000500000000000056,0.0642797454522152
2025-07-29T16:17:37.332137+00:00,ADA-USD,Coinbase,0.77695,0.7769,0.777,9.999999999998899e-05,102468.82074053,0.000500000000000056,0.06435420554733971
2025-07-29T16:17:38.184622+00:00,ADA-USD,Coinbase,0.77695,0.7769,0.777,9.999999999998899e-05,102468.82074053,0.000500000000000056,0.06435420554733971
2025-07-29T16:17:39.177222+00:00,ADA-USD,Coinbase,0.77695,0.7769,0.777,9.999999999998899e-05,102468.82074053,0.000500000000000056,0.06435420554733971
2025-07-29T16:23:36.093216+00:00,ADA-USD,Coinbase,0.775,0.7749,0.7751,0.00019999999999997797,468654.33386166,0.002100000000000102,0.270967741935497
2025-07-29T16:23:37.210871+00:00,ADA-USD,Coinbase,0.7749,0.7748,0.775,0.00019999999999997797,521278.75927467004,0.0020999999999999908,0.2710027100270991
2025-07-29T16:23:38.091207+00:00,ADA-USD,Coinbase,0.7749,0.7748,0.775,0.00019999999999997797,521278.75927467004,0.0020999999999999908,0.2710027100270991
2025-07-29T16:23:39.100546+00:00,ADA-USD,Coinbase,0.7749,0.7748,0.775,0.00019999999999997797,521278.75927467004,0.0020999999999999908,0.2710027100270991
2025-07-29T16:23:40.203004+00:00,ADA-USD,Coinbase,0.77535,0.7753,0.7754,9.999999999998899e-05,546198.0436079,0.0020000000000000018,0.25794802347327034
2025-07-29T16:23:41.081481+00:00,ADA-USD,Coinbase,0.77535,0.7753,0.7754,9.999999999998899e-05,546198.0436079,0.0020000000000000018,0.25794802347327034
2025-07-29T16:23:42.081145+00:00,ADA-USD,Coinbase,0.77535,0.7753,0.7754,9.999999999998899e-05,546198.0436079,0.0020000000000000018,0.25794802347327034
2025-07-29T16:23:43.243117+00:00,ADA-USD,Coinbase,0.7751,0.775,0.7752,0.00019999999999997797,538622.29989789,0.0020999999999999908,0.2709327828667257
2025-07-29T16:23:44.074527+00:00,ADA-USD,Coinbase,0.7751,0.775,0.7752,0.00019999999999997797,538622.29989789,0.0020999999999999908,0.2709327828667257
2025-07-29T16:23:45.083022+00:00,ADA-USD,Coinbase,0.7751,0.775,0.7752,0.00019999999999997797,538622.29989789,0.0020999999999999908,0.2709327828667257
2025-07-29T16:25:40.154366+00:00,ADA-USD,Coinbase,0.77555,0.7755,0.7756,9.999999999998899e-05,1029778.0649993,0.002000000000000113,0.25788150344917965
2025-07-29T16:25:41.092454+00:00,ADA-USD,Coinbase,0.77555,0.7755,0.7756,9.999999999998899e-05,1029778.0649993,0.002000000000000113,0.25788150344917965
2025-07-29T16:25:42.172448+00:00,ADA-USD,Coinbase,0.7757000000000001,0.7756,0.7758,0.000200000000000089,1035649.86766187,0.0020999999999999908,0.27072321773881536
2025-07-29T16:25:43.072338+00:00,ADA-USD,Coinbase,0.7757000000000001,0.7756,0.7758,0.000200000000000089,1035649.86766187,0.0020999999999999908,0.27072321773881536
2025-07-29T16:25:44.070544+00:00,ADA-USD,Coinbase,0.7757000000000001,0.7756,0.7758,0.000200000000000089,1035649.86766187,0.0020999999999999908,0.27072321773881536
2025-07-29T16:25:45.235920+00:00,ADA-USD,Coinbase,0.77545,0.7754,0.7755,9.999999999998899e-05,863508.3938833401,0.0019999999999998908,0.25791475917207957
2025-07-29T16:25:46.062974+00:00,ADA-USD,Coinbase,0.77545,0.7754,0.7755,9.999999999998899e-05,863508.3938833401,0.0019999999999998908,0.25791475917207957
2025-07-29T16:25:47.068074+00:00,ADA-USD,Coinbase,0.77545,0.7754,0.7755,9.999999999998899e-05,863508.3938833401,0.0019999999999998908,0.25791475917207957
2025-07-29T16:25:48.178032+00:00,ADA-USD,Coinbase,0.77535,0.7753,0.7754,9.999999999998899e-05,687440.0362112499,0.0020000000000000018,0.25794802347327034
2025-07-29T16:25:49.074850+00:00,ADA-USD,Coinbase,0.7754,0.7753,0.7755,0.00019999999999997797,835048.13738611,0.0020999999999999908,0.27082795976270196
2025-07-29T16:25:50.133763+00:00,ADA-USD,Coinbase,0.7754,0.7753,0.7755,0.00019999999999997797,835048.13738611,0.0020999999999999908,0.27082795976270196
2025-07-29T16:25:51.198567+00:00,ADA-USD,Coinbase,0.7756,0.7755,0.7757,0.00019999999999997797,912362.56968412,0.0020999999999999908,0.2707581227436811
